__time,/fmu/out/vehicle_local_position/ax,/fmu/out/vehicle_local_position/ay,/fmu/out/vehicle_local_position/az,/fmu/out/vehicle_local_position/dead_reckoning,/fmu/out/vehicle_local_position/delta_dist_bottom,/fmu/out/vehicle_local_position/delta_heading,/fmu/out/vehicle_local_position/delta_vxy[0],/fmu/out/vehicle_local_position/delta_vxy[1],/fmu/out/vehicle_local_position/delta_vz,/fmu/out/vehicle_local_position/delta_xy[0],/fmu/out/vehicle_local_position/delta_xy[1],/fmu/out/vehicle_local_position/delta_z,/fmu/out/vehicle_local_position/dist_bottom,/fmu/out/vehicle_local_position/dist_bottom_reset_counter,/fmu/out/vehicle_local_position/dist_bottom_sensor_bitfield,/fmu/out/vehicle_local_position/dist_bottom_valid,/fmu/out/vehicle_local_position/dist_bottom_var,/fmu/out/vehicle_local_position/eph,/fmu/out/vehicle_local_position/epv,/fmu/out/vehicle_local_position/evh,/fmu/out/vehicle_local_position/evv,/fmu/out/vehicle_local_position/heading,/fmu/out/vehicle_local_position/heading_good_for_control,/fmu/out/vehicle_local_position/heading_reset_counter,/fmu/out/vehicle_local_position/heading_var,/fmu/out/vehicle_local_position/ref_alt,/fmu/out/vehicle_local_position/ref_lat,/fmu/out/vehicle_local_position/ref_lon,/fmu/out/vehicle_local_position/ref_timestamp,/fmu/out/vehicle_local_position/tilt_var,/fmu/out/vehicle_local_position/timestamp,/fmu/out/vehicle_local_position/timestamp_sample,/fmu/out/vehicle_local_position/unaided_heading,/fmu/out/vehicle_local_position/v_xy_valid,/fmu/out/vehicle_local_position/v_z_valid,/fmu/out/vehicle_local_position/vx,/fmu/out/vehicle_local_position/vxy_reset_counter,/fmu/out/vehicle_local_position/vy,/fmu/out/vehicle_local_position/vz,/fmu/out/vehicle_local_position/vz_reset_counter,/fmu/out/vehicle_local_position/x,/fmu/out/vehicle_local_position/xy_global,/fmu/out/vehicle_local_position/xy_reset_counter,/fmu/out/vehicle_local_position/xy_valid,/fmu/out/vehicle_local_position/y,/fmu/out/vehicle_local_position/z,/fmu/out/vehicle_local_position/z_deriv,/fmu/out/vehicle_local_position/z_global,/fmu/out/vehicle_local_position/z_reset_counter,/fmu/out/vehicle_local_position/z_valid
1764161883.248324,-0.001905639,-0.003917670,-0.010402872,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151087120,0.166228443,0.086444899,0.053981844,0.010154312,1.000000000,18.000000000,0.013137068,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060049,1764161883159404.000000000,1764161883155404.000000000,-2.578034401,1.000000000,1.000000000,-0.009356921,3.000000000,-0.017210390,0.000839474,2.000000000,3.435166597,1.000000000,4.000000000,1.000000000,3.536817551,0.033179194,-0.004469572,1.000000000,3.000000000,1.000000000
1764161883.255916,-0.008671060,-0.002185370,-0.000777189,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151501179,0.166302443,0.086745948,0.054036815,0.010156028,1.000000000,18.000000000,0.013137840,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060093,1764161883167404.000000000,1764161883163404.000000000,-2.578032970,1.000000000,1.000000000,-0.009379693,3.000000000,-0.017191682,0.000821295,2.000000000,3.435218811,1.000000000,4.000000000,1.000000000,3.536777258,0.033165589,-0.004464662,1.000000000,3.000000000,1.000000000
1764161883.268563,-0.009426541,-0.003631870,-0.002586283,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151917890,0.166563228,0.087047428,0.054113697,0.010153347,1.000000000,18.000000000,0.013138612,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060138,1764161883175404.000000000,1764161883171404.000000000,-2.578036070,1.000000000,1.000000000,-0.009409573,3.000000000,-0.017185465,0.000789005,2.000000000,3.435267687,1.000000000,4.000000000,1.000000000,3.536735058,0.033152387,-0.004473314,1.000000000,3.000000000,1.000000000
1764161883.275959,-0.005496163,-0.006020273,-0.000046566,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150625974,0.165853575,0.086109497,0.053885676,0.010155653,1.000000000,18.000000000,0.013139379,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000059999,1764161883183404.000000000,1764161883179404.000000000,-2.578034163,1.000000000,1.000000000,-0.009396971,3.000000000,-0.017207762,0.000767575,2.000000000,3.435338974,1.000000000,4.000000000,1.000000000,3.536689758,0.033125177,-0.004485975,1.000000000,3.000000000,1.000000000
1764161883.288388,-0.002457229,-0.003406261,-0.000702683,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151450813,0.166373074,0.086711138,0.054039724,0.010158718,1.000000000,18.000000000,0.013140931,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060089,1764161883199404.000000000,1764161883195404.000000000,-2.578031778,1.000000000,1.000000000,-0.009323166,3.000000000,-0.017222581,0.000745688,2.000000000,3.435472012,1.000000000,4.000000000,1.000000000,3.536591768,0.033073261,-0.004487267,1.000000000,3.000000000,1.000000000
1764161883.296865,0.002000306,0.000466694,-0.005874317,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151867211,0.166633934,0.087012514,0.054116599,0.010157740,1.000000000,18.000000000,0.013141707,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060134,1764161883207404.000000000,1764161883203404.000000000,-2.578033209,1.000000000,1.000000000,-0.009254485,3.000000000,-0.017194916,0.000679455,2.000000000,3.435534000,1.000000000,4.000000000,1.000000000,3.536539793,0.033048272,-0.004541749,1.000000000,3.000000000,1.000000000
1764161883.308601,0.000068503,-0.008785554,-0.003474299,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150577188,0.165923208,0.086076222,0.053888425,0.010160229,1.000000000,18.000000000,0.013142474,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000059995,1764161883215404.000000000,1764161883211404.000000000,-2.578031063,1.000000000,1.000000000,-0.009181349,3.000000000,-0.017248295,0.000631136,2.000000000,3.435629845,1.000000000,4.000000000,1.000000000,3.536489964,0.033024713,-0.004576393,1.000000000,3.000000000,1.000000000
1764161883.317645,-0.008857029,-0.002011602,-0.006023794,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150987998,0.165997341,0.086376794,0.053943705,0.010154540,1.000000000,18.000000000,0.013143250,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060040,1764161883223404.000000000,1764161883219404.000000000,-2.578037262,1.000000000,1.000000000,-0.009181380,3.000000000,-0.017247925,0.000561688,2.000000000,3.435721874,1.000000000,4.000000000,1.000000000,3.536437511,0.032994792,-0.004638296,1.000000000,3.000000000,1.000000000
1764161883.329216,-0.004694513,-0.002608776,0.001227017,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151401445,0.166257247,0.086677648,0.054020703,0.010151861,1.000000000,18.000000000,0.013144027,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060085,1764161883231404.000000000,1764161883227404.000000000,-2.578040600,1.000000000,1.000000000,-0.009149830,3.000000000,-0.017252756,0.000550877,2.000000000,3.435810328,1.000000000,4.000000000,1.000000000,3.536383152,0.032965332,-0.004640501,1.000000000,3.000000000,1.000000000
1764161883.337084,-0.003461991,0.003338417,0.002893153,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151817530,0.166517884,0.086978927,0.054097604,0.010152404,1.000000000,18.000000000,0.013144805,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060129,1764161883239404.000000000,1764161883235404.000000000,-2.578040361,1.000000000,1.000000000,-0.009110091,3.000000000,-0.017210426,0.000554007,2.000000000,3.435895205,1.000000000,4.000000000,1.000000000,3.536326885,0.032936782,-0.004627741,1.000000000,3.000000000,1.000000000
1764161883.349941,-0.002589338,-0.006475591,0.004923902,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150939882,0.166068256,0.086344607,0.053947002,0.010161247,1.000000000,18.000000000,0.013146350,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060036,1764161883255404.000000000,1764161883251404.000000000,-2.578032494,1.000000000,1.000000000,-0.008956587,3.000000000,-0.017288284,0.000614313,2.000000000,3.436129093,1.000000000,4.000000000,1.000000000,3.536200285,0.032916367,-0.004510888,1.000000000,3.000000000,1.000000000
1764161883.356885,-0.006651025,-0.000923152,-0.003435183,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151353031,0.166328236,0.086645484,0.054023996,0.010161258,1.000000000,18.000000000,0.013147124,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060081,1764161883263404.000000000,1764161883259404.000000000,-2.578032970,1.000000000,1.000000000,-0.008923280,3.000000000,-0.017293667,0.000574126,2.000000000,3.436240196,1.000000000,4.000000000,1.000000000,3.536133766,0.032906905,-0.004522314,1.000000000,3.000000000,1.000000000
1764161883.369777,-0.000763066,-0.000049957,-0.000594649,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.152187333,0.166850388,0.087248288,0.054177690,0.010170476,1.000000000,18.000000000,0.013148676,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060170,1764161883279404.000000000,1764161883275404.000000000,-2.578024864,1.000000000,1.000000000,-0.008802827,3.000000000,-0.017256880,0.000485085,2.000000000,3.436451197,1.000000000,4.000000000,1.000000000,3.535995245,0.032887816,-0.004552944,1.000000000,3.000000000,1.000000000
1764161883.376935,0.001646877,0.000789540,0.001624692,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150885090,0.165950865,0.086301446,0.053926434,0.010171896,1.000000000,18.000000000,0.013149445,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060030,1764161883287404.000000000,1764161883283404.000000000,-2.578024149,1.000000000,1.000000000,-0.008693257,3.000000000,-0.017264465,0.000489632,2.000000000,3.436576843,1.000000000,4.000000000,1.000000000,3.535916567,0.032885373,-0.004511676,1.000000000,3.000000000,1.000000000
1764161883.389247,-0.006283775,-0.003846580,-0.008924863,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151297867,0.166210607,0.086602345,0.054003451,0.010173059,1.000000000,18.000000000,0.013150219,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060075,1764161883295404.000000000,1764161883291404.000000000,-2.578023672,1.000000000,1.000000000,-0.008649537,3.000000000,-0.017308805,0.000410044,2.000000000,3.436698437,1.000000000,4.000000000,1.000000000,3.535835743,0.032882914,-0.004554539,1.000000000,3.000000000,1.000000000
1764161883.397505,-0.007165858,-0.005726142,0.001660082,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151713312,0.166471094,0.086903498,0.054080375,0.010179762,1.000000000,18.000000000,0.013150997,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060119,1764161883303404.000000000,1764161883299404.000000000,-2.578017712,1.000000000,1.000000000,-0.008615222,3.000000000,-0.017367864,0.000415391,2.000000000,3.436815977,1.000000000,4.000000000,1.000000000,3.535753012,0.032880247,-0.004512474,1.000000000,3.000000000,1.000000000
1764161883.409263,-0.004248886,-0.005551144,0.004387926,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.152131036,0.166732296,0.087203309,0.054157197,0.010184715,1.000000000,18.000000000,0.013141774,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060162,1764161883311404.000000000,1764161883307404.000000000,-2.578013659,1.000000000,1.000000000,-0.008559576,3.000000000,-0.017425235,0.000442808,2.000000000,3.436929703,1.000000000,4.000000000,1.000000000,3.535668135,0.032877982,-0.004448352,1.000000000,3.000000000,1.000000000
1764161883.418415,-0.002973804,-0.003014105,-0.002319459,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151243404,0.166279644,0.086559460,0.054005228,0.010174684,1.000000000,18.000000000,0.013143315,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060067,1764161883327404.000000000,1764161883323404.000000000,-2.578023195,1.000000000,1.000000000,-0.008395983,3.000000000,-0.017594127,0.000430273,2.000000000,3.437194824,1.000000000,4.000000000,1.000000000,3.535467863,0.032895058,-0.004366558,1.000000000,3.000000000,1.000000000
1764161883.430063,-0.001491906,-0.002484154,-0.003067311,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151658460,0.166540176,0.086860605,0.054082144,0.010179789,1.000000000,18.000000000,0.013144087,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060111,1764161883335404.000000000,1764161883331404.000000000,-2.578017712,1.000000000,1.000000000,-0.008306894,3.000000000,-0.017645292,0.000400556,2.000000000,3.437321663,1.000000000,4.000000000,1.000000000,3.535365105,0.032903194,-0.004349719,1.000000000,3.000000000,1.000000000
1764161883.437896,-0.003710720,0.002982724,0.003992579,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.152076200,0.166614071,0.087162003,0.054136787,0.010177712,1.000000000,18.000000000,0.013144859,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060156,1764161883343404.000000000,1764161883339404.000000000,-2.578019619,1.000000000,1.000000000,-0.008238090,3.000000000,-0.017651958,0.000428865,2.000000000,3.437444687,1.000000000,4.000000000,1.000000000,3.535260677,0.032918245,-0.004268125,1.000000000,3.000000000,1.000000000
1764161883.450994,-0.000651900,-0.004831243,0.000101980,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151190326,0.166163087,0.086519979,0.053985346,0.010176657,1.000000000,18.000000000,0.013146395,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060061,1764161883359404.000000000,1764161883355404.000000000,-2.578020334,1.000000000,1.000000000,-0.008097864,3.000000000,-0.017788742,0.000419792,2.000000000,3.437691927,1.000000000,4.000000000,1.000000000,3.535042286,0.032937124,-0.004183905,1.000000000,3.000000000,1.000000000
1764161883.458218,-0.005531470,-0.011771796,-0.000392087,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151605055,0.166423410,0.086821169,0.054062292,0.010173665,1.000000000,18.000000000,0.013147167,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060106,1764161883367404.000000000,1764161883363404.000000000,-2.578023195,1.000000000,1.000000000,-0.008045426,3.000000000,-0.017923212,0.000409539,2.000000000,3.437810183,1.000000000,4.000000000,1.000000000,3.534929991,0.032946289,-0.004148171,1.000000000,3.000000000,1.000000000
1764161883.470310,-0.003695557,0.002231580,-0.000520609,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.152022421,0.166684464,0.087122716,0.054139137,0.010169618,1.000000000,18.000000000,0.013147939,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060151,1764161883375404.000000000,1764161883371404.000000000,-2.578027010,1.000000000,1.000000000,-0.007980729,3.000000000,-0.017944669,0.000398483,2.000000000,3.437924862,1.000000000,4.000000000,1.000000000,3.534815788,0.032955170,-0.004113675,1.000000000,3.000000000,1.000000000
1764161883.478419,-0.000434065,-0.003534009,0.003249384,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150726557,0.165972829,0.086181499,0.053910516,0.010168022,1.000000000,18.000000000,0.013148703,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060011,1764161883383404.000000000,1764161883379404.000000000,-2.578028440,1.000000000,1.000000000,-0.007897033,3.000000000,-0.018015876,0.000415513,2.000000000,3.438031435,1.000000000,4.000000000,1.000000000,3.534706116,0.032961279,-0.004054524,1.000000000,3.000000000,1.000000000
1764161883.490585,-0.000825359,-0.003893281,-0.000366941,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151138276,0.166232467,0.086482160,0.053987551,0.010176868,1.000000000,18.000000000,0.013149478,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060056,1764161883391404.000000000,1764161883387404.000000000,-2.578019381,1.000000000,1.000000000,-0.007818650,3.000000000,-0.018088916,0.000403892,2.000000000,3.438135147,1.000000000,4.000000000,1.000000000,3.534594536,0.032967344,-0.004024349,1.000000000,3.000000000,1.000000000
1764161883.499476,-0.000288914,-0.004722027,-0.001810957,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151552662,0.166492850,0.086783089,0.054064490,0.010182917,1.000000000,18.000000000,0.013150254,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060101,1764161883399404.000000000,1764161883395404.000000000,-2.578013182,1.000000000,1.000000000,-0.007738105,3.000000000,-0.018167580,0.000380989,2.000000000,3.438235760,1.000000000,4.000000000,1.000000000,3.534480810,0.032973215,-0.004005777,1.000000000,3.000000000,1.000000000
1764161883.511191,-0.000694348,-0.002433135,0.001278240,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150675833,0.165857002,0.086144947,0.053891063,0.010181322,1.000000000,18.000000000,0.013151797,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060006,1764161883415404.000000000,1764161883411404.000000000,-2.578014135,1.000000000,1.000000000,-0.007620431,3.000000000,-0.018319113,0.000360309,2.000000000,3.438420773,1.000000000,4.000000000,1.000000000,3.534261227,0.032991812,-0.003936849,1.000000000,3.000000000,1.000000000
1764161883.519359,-0.005574336,-0.002670087,0.004382804,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151087239,0.166116431,0.086445794,0.053968128,0.010182550,1.000000000,18.000000000,0.013152573,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060051,1764161883423404.000000000,1764161883419404.000000000,-2.578012466,1.000000000,1.000000000,-0.007595470,3.000000000,-0.018375788,0.000389830,2.000000000,3.438505411,1.000000000,4.000000000,1.000000000,3.534155130,0.033003569,-0.003860638,1.000000000,3.000000000,1.000000000
1764161883.532089,-0.010107782,-0.000099561,0.002031214,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151501313,0.166376591,0.086746819,0.054045092,0.010187152,1.000000000,18.000000000,0.013153349,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060096,1764161883431404.000000000,1764161883427404.000000000,-2.578007698,1.000000000,1.000000000,-0.007608509,3.000000000,-0.018411076,0.000400717,2.000000000,3.438586950,1.000000000,4.000000000,1.000000000,3.534047127,0.033015236,-0.003803596,1.000000000,3.000000000,1.000000000
1764161883.539229,-0.007860239,-0.007832415,0.004353467,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151918024,0.166637480,0.087048113,0.054121956,0.010185123,1.000000000,18.000000000,0.013154121,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060141,1764161883439404.000000000,1764161883435404.000000000,-2.578009367,1.000000000,1.000000000,-0.007605257,3.000000000,-0.018507427,0.000430357,2.000000000,3.438665390,1.000000000,4.000000000,1.000000000,3.533937216,0.033026904,-0.003728330,1.000000000,3.000000000,1.000000000
1764161883.551657,-0.002459612,-0.005694270,0.005144160,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151037201,0.166186154,0.086411059,0.053970747,0.010173300,1.000000000,18.000000000,0.013155670,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060047,1764161883455404.000000000,1764161883451404.000000000,-2.578020334,1.000000000,1.000000000,-0.007523357,3.000000000,-0.018601997,0.000550853,2.000000000,3.438788891,1.000000000,4.000000000,1.000000000,3.533766031,0.033060402,-0.003508878,1.000000000,3.000000000,1.000000000
1764161883.559601,-0.006874386,-0.007008286,0.005915295,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151450947,0.166260183,0.086711966,0.054025751,0.010167723,1.000000000,18.000000000,0.013156448,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060091,1764161883463404.000000000,1764161883459404.000000000,-2.578025341,1.000000000,1.000000000,-0.007528145,3.000000000,-0.018674443,0.000597907,2.000000000,3.438846827,1.000000000,4.000000000,1.000000000,3.533676624,0.033096269,-0.003394031,1.000000000,3.000000000,1.000000000
1764161883.572118,-0.004717702,0.000146458,0.002937857,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151867345,0.166520864,0.087013252,0.054102641,0.010162658,1.000000000,18.000000000,0.013157221,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060136,1764161883471404.000000000,1764161883467404.000000000,-2.578029871,1.000000000,1.000000000,-0.007516930,3.000000000,-0.018689333,0.000621168,2.000000000,3.438902140,1.000000000,4.000000000,1.000000000,3.533584833,0.033131674,-0.003304313,1.000000000,3.000000000,1.000000000
1764161883.581626,-0.003353882,-0.003088953,0.004062429,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150577322,0.165811926,0.086076967,0.053874858,0.010170091,1.000000000,18.000000000,0.013157987,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000059997,1764161883479404.000000000,1764161883475404.000000000,-2.578022003,1.000000000,1.000000000,-0.007485293,3.000000000,-0.018720500,0.000650004,2.000000000,3.438961029,1.000000000,4.000000000,1.000000000,3.533510685,0.033165872,-0.003211315,1.000000000,3.000000000,1.000000000
1764161883.592029,0.006321363,-0.001493721,-0.003266148,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151401564,0.166331217,0.086678520,0.054028928,0.010167706,1.000000000,18.000000000,0.013159537,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060087,1764161883495404.000000000,1764161883491404.000000000,-2.578023911,1.000000000,1.000000000,-0.007369270,3.000000000,-0.018655265,0.000601302,2.000000000,3.439071655,1.000000000,4.000000000,1.000000000,3.533355951,0.033231944,-0.003135409,1.000000000,3.000000000,1.000000000
1764161883.600689,0.002314009,-0.004205445,0.002939254,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151817679,0.166591972,0.086979792,0.054105811,0.010163885,1.000000000,18.000000000,0.013160311,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060132,1764161883503404.000000000,1764161883499404.000000000,-2.578027248,1.000000000,1.000000000,-0.007296618,3.000000000,-0.018695198,0.000621516,2.000000000,3.439124346,1.000000000,4.000000000,1.000000000,3.533275127,0.033263728,-0.003054693,1.000000000,3.000000000,1.000000000
1764161883.612842,-0.007294711,-0.005615264,0.009176786,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.150939658,0.166141286,0.086343713,0.053954948,0.010164838,1.000000000,18.000000000,0.013151853,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060036,1764161883519404.000000000,1764161883515404.000000000,-2.578025579,1.000000000,1.000000000,-0.007219532,3.000000000,-0.018785750,0.000744446,2.000000000,3.439246416,1.000000000,4.000000000,1.000000000,3.533133030,0.033310711,-0.002831169,1.000000000,3.000000000,1.000000000
1764161883.620540,-0.001406657,-0.002384960,-0.000050757,0.000000000,-0.251264662,-0.529267907,-0.008502826,-0.010987740,0.006643715,0.004897114,-0.009492125,-0.251264662,0.100000001,3.000000000,0.000000000,0.000000000,0.010000001,0.151352808,0.166215330,0.086644620,0.054010004,0.010162452,1.000000000,18.000000000,0.013152629,0.251355231,47.397971131,8.546163744,4148000.000000000,0.000060081,1764161883527404.000000000,1764161883523404.000000000,-2.578027487,1.000000000,1.000000000,-0.007163185,3.000000000,-0.018805269,0.000733525,2.000000000,3.439304113,1.000000000,4.000000000,1.000000000,3.533058167,0.033327892,-0.002799246,1.000000000,3.000000000,1.000000000
